instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category,day_name
10897,2012-04-04,Musim Panas,1,4,4,0,3,Hari Kerja,Cerah,0.42,0.4242,0.67,0.0896,0,1,1,Malam,Rabu
10898,2012-04-04,Musim Panas,1,4,5,0,3,Hari Kerja,Cerah,0.42,0.4242,0.67,0.0896,0,27,27,Pagi,Rabu
10899,2012-04-04,Musim Panas,1,4,6,0,3,Hari Kerja,Berawan,0.42,0.4242,0.58,0.0,6,120,126,Pagi,Rabu
10900,2012-04-04,Musim Panas,1,4,7,0,3,Hari Kerja,Berawan,0.44,0.4394,0.62,0.0,12,354,366,Pagi,Rabu
10901,2012-04-04,Musim Panas,1,4,8,0,3,Hari Kerja,Berawan,0.44,0.4394,0.72,0.1045,31,653,684,Pagi,Rabu
10902,2012-04-04,Musim Panas,1,4,9,0,3,Hari Kerja,Berawan,0.48,0.4697,0.55,0.1343,47,316,363,Pagi,Rabu
10903,2012-04-04,Musim Panas,1,4,10,0,3,Hari Kerja,Berawan,0.54,0.5152,0.45,0.1343,68,99,167,Pagi,Rabu
10904,2012-04-04,Musim Panas,1,4,11,0,3,Hari Kerja,Berawan,0.6,0.6212,0.43,0.3582,61,152,213,Pagi,Rabu
10905,2012-04-04,Musim Panas,1,4,12,0,3,Hari Kerja,Berawan,0.6,0.6212,0.46,0.4179,73,210,283,Siang,Rabu
10906,2012-04-04,Musim Panas,1,4,13,0,3,Hari Kerja,Berawan,0.6,0.6212,0.46,0.2537,70,181,251,Siang,Rabu
10907,2012-04-04,Musim Panas,1,4,14,0,3,Hari Kerja,Berawan,0.62,0.6212,0.46,0.194,82,176,258,Siang,Rabu
10908,2012-04-04,Musim Panas,1,4,15,0,3,Hari Kerja,Berawan,0.64,0.6212,0.44,0.2836,86,182,268,Siang,Rabu
10909,2012-04-04,Musim Panas,1,4,16,0,3,Hari Kerja,Berawan,0.64,0.6212,0.44,0.2836,86,304,390,Siang,Rabu
10910,2012-04-04,Musim Panas,1,4,17,0,3,Hari Kerja,Cerah,0.66,0.6212,0.41,0.2985,99,645,744,Sore,Rabu
10911,2012-04-04,Musim Panas,1,4,18,0,3,Hari Kerja,Cerah,0.66,0.6212,0.41,0.2537,113,646,759,Sore,Rabu
10912,2012-04-04,Musim Panas,1,4,19,0,3,Hari Kerja,Cerah,0.66,0.6212,0.39,0.2239,75,419,494,Sore,Rabu
10913,2012-04-04,Musim Panas,1,4,20,0,3,Hari Kerja,Cerah,0.64,0.6212,0.27,0.2239,39,333,372,Sore,Rabu
10914,2012-04-04,Musim Panas,1,4,21,0,3,Hari Kerja,Cerah,0.6,0.6061,0.23,0.3284,43,255,298,Malam,Rabu
10915,2012-04-04,Musim Panas,1,4,22,0,3,Hari Kerja,Cerah,0.56,0.5303,0.22,0.1642,30,151,181,Malam,Rabu
10916,2012-04-04,Musim Panas,1,4,23,0,3,Hari Kerja,Cerah,0.52,0.5,0.23,0.4179,19,112,131,Malam,Rabu
10917,2012-04-05,Musim Panas,1,4,0,0,4,Hari Kerja,Cerah,0.52,0.5,0.23,0.4179,12,33,45,Malam,Kamis
10918,2012-04-05,Musim Panas,1,4,1,0,4,Hari Kerja,Cerah,0.48,0.4697,0.27,0.3284,4,9,13,Malam,Kamis
10919,2012-04-05,Musim Panas,1,4,2,0,4,Hari Kerja,Cerah,0.46,0.4545,0.33,0.4478,7,11,18,Malam,Kamis
10920,2012-04-05,Musim Panas,1,4,3,0,4,Hari Kerja,Cerah,0.42,0.4242,0.41,0.2985,0,5,5,Malam,Kamis
10921,2012-04-05,Musim Panas,1,4,4,0,4,Hari Kerja,Cerah,0.38,0.3939,0.43,0.2836,0,1,1,Malam,Kamis
10922,2012-04-05,Musim Panas,1,4,5,0,4,Hari Kerja,Cerah,0.38,0.3939,0.43,0.2836,1,28,29,Pagi,Kamis
10923,2012-04-05,Musim Panas,1,4,6,0,4,Hari Kerja,Cerah,0.36,0.3333,0.46,0.3284,8,118,126,Pagi,Kamis
10924,2012-04-05,Musim Panas,1,4,7,0,4,Hari Kerja,Cerah,0.34,0.3333,0.49,0.194,15,339,354,Pagi,Kamis
10925,2012-04-05,Musim Panas,1,4,8,0,4,Hari Kerja,Cerah,0.36,0.3485,0.46,0.2239,28,610,638,Pagi,Kamis
10926,2012-04-05,Musim Panas,1,4,9,0,4,Hari Kerja,Cerah,0.4,0.4091,0.37,0.2537,61,290,351,Pagi,Kamis
10927,2012-04-05,Musim Panas,1,4,10,0,4,Hari Kerja,Cerah,0.42,0.4242,0.35,0.2836,88,158,246,Pagi,Kamis
10928,2012-04-05,Musim Panas,1,4,11,0,4,Hari Kerja,Berawan,0.42,0.4242,0.38,0.2239,109,159,268,Pagi,Kamis
10929,2012-04-05,Musim Panas,1,4,12,0,4,Hari Kerja,Cerah,0.44,0.4394,0.33,0.0,66,210,276,Siang,Kamis
10930,2012-04-05,Musim Panas,1,4,13,0,4,Hari Kerja,Cerah,0.46,0.4545,0.31,0.0,89,202,291,Siang,Kamis
10931,2012-04-05,Musim Panas,1,4,14,0,4,Hari Kerja,Cerah,0.46,0.4545,0.33,0.1642,143,144,287,Siang,Kamis
10932,2012-04-05,Musim Panas,1,4,15,0,4,Hari Kerja,Cerah,0.5,0.4848,0.31,0.1045,98,171,269,Siang,Kamis
10933,2012-04-05,Musim Panas,1,4,16,0,4,Hari Kerja,Cerah,0.5,0.4848,0.31,0.194,84,318,402,Siang,Kamis
10934,2012-04-05,Musim Panas,1,4,17,0,4,Hari Kerja,Cerah,0.5,0.4848,0.31,0.1642,145,677,822,Sore,Kamis
10935,2012-04-05,Musim Panas,1,4,18,0,4,Hari Kerja,Cerah,0.5,0.4848,0.31,0.1045,80,618,698,Sore,Kamis
10936,2012-04-05,Musim Panas,1,4,19,0,4,Hari Kerja,Cerah,0.48,0.4697,0.31,0.2537,64,423,487,Sore,Kamis
10937,2012-04-05,Musim Panas,1,4,20,0,4,Hari Kerja,Cerah,0.44,0.4394,0.41,0.194,33,279,312,Sore,Kamis
10938,2012-04-05,Musim Panas,1,4,21,0,4,Hari Kerja,Cerah,0.42,0.4242,0.47,0.194,25,209,234,Malam,Kamis
10939,2012-04-05,Musim Panas,1,4,22,0,4,Hari Kerja,Cerah,0.4,0.4091,0.47,0.194,20,129,149,Malam,Kamis
10940,2012-04-05,Musim Panas,1,4,23,0,4,Hari Kerja,Cerah,0.4,0.4091,0.5,0.1343,12,124,136,Malam,Kamis
10941,2012-04-06,Musim Panas,1,4,0,0,5,Hari Kerja,Cerah,0.4,0.4091,0.43,0.0,12,49,61,Malam,Jumat
10942,2012-04-06,Musim Panas,1,4,1,0,5,Hari Kerja,Cerah,0.36,0.3485,0.62,0.1343,10,28,38,Malam,Jumat
10943,2012-04-06,Musim Panas,1,4,2,0,5,Hari Kerja,Cerah,0.36,0.3333,0.5,0.3881,6,5,11,Malam,Jumat
10944,2012-04-06,Musim Panas,1,4,3,0,5,Hari Kerja,Cerah,0.34,0.303,0.53,0.3284,3,5,8,Malam,Jumat
10945,2012-04-06,Musim Panas,1,4,4,0,5,Hari Kerja,Cerah,0.34,0.3182,0.49,0.2537,2,3,5,Malam,Jumat
10946,2012-04-06,Musim Panas,1,4,5,0,5,Hari Kerja,Cerah,0.32,0.303,0.53,0.3284,0,23,23,Pagi,Jumat
10947,2012-04-06,Musim Panas,1,4,6,0,5,Hari Kerja,Cerah,0.3,0.2727,0.49,0.3881,0,80,80,Pagi,Jumat
10948,2012-04-06,Musim Panas,1,4,7,0,5,Hari Kerja,Cerah,0.3,0.2879,0.49,0.2836,15,231,246,Pagi,Jumat
10949,2012-04-06,Musim Panas,1,4,8,0,5,Hari Kerja,Cerah,0.3,0.2727,0.49,0.3284,19,489,508,Pagi,Jumat
10950,2012-04-06,Musim Panas,1,4,9,0,5,Hari Kerja,Cerah,0.34,0.303,0.42,0.3284,58,318,376,Pagi,Jumat
10951,2012-04-06,Musim Panas,1,4,10,0,5,Hari Kerja,Cerah,0.36,0.3333,0.4,0.3284,81,157,238,Pagi,Jumat
10952,2012-04-06,Musim Panas,1,4,11,0,5,Hari Kerja,Cerah,0.4,0.4091,0.37,0.2985,112,179,291,Pagi,Jumat
10953,2012-04-06,Musim Panas,1,4,12,0,5,Hari Kerja,Cerah,0.42,0.4242,0.35,0.2985,113,224,337,Siang,Jumat
10954,2012-04-06,Musim Panas,1,4,13,0,5,Hari Kerja,Cerah,0.44,0.4394,0.33,0.3284,173,238,411,Siang,Jumat
10955,2012-04-06,Musim Panas,1,4,14,0,5,Hari Kerja,Cerah,0.48,0.4697,0.29,0.3881,240,250,490,Siang,Jumat
10956,2012-04-06,Musim Panas,1,4,15,0,5,Hari Kerja,Cerah,0.5,0.4848,0.27,0.2836,218,319,537,Siang,Jumat
10957,2012-04-06,Musim Panas,1,4,16,0,5,Hari Kerja,Cerah,0.5,0.4848,0.22,0.4179,184,352,536,Siang,Jumat
10958,2012-04-06,Musim Panas,1,4,17,0,5,Hari Kerja,Cerah,0.52,0.5,0.23,0.4179,172,483,655,Sore,Jumat
10959,2012-04-06,Musim Panas,1,4,18,0,5,Hari Kerja,Cerah,0.5,0.4848,0.22,0.4627,104,380,484,Sore,Jumat
10960,2012-04-06,Musim Panas,1,4,19,0,5,Hari Kerja,Cerah,0.48,0.4697,0.23,0.2985,115,297,412,Sore,Jumat
10961,2012-04-06,Musim Panas,1,4,20,0,5,Hari Kerja,Cerah,0.46,0.4545,0.24,0.2836,61,191,252,Sore,Jumat
10962,2012-04-06,Musim Panas,1,4,21,0,5,Hari Kerja,Cerah,0.44,0.4394,0.26,0.1343,54,136,190,Malam,Jumat
10963,2012-04-06,Musim Panas,1,4,22,0,5,Hari Kerja,Cerah,0.4,0.4091,0.35,0.2239,34,124,158,Malam,Jumat
10964,2012-04-06,Musim Panas,1,4,23,0,5,Hari Kerja,Cerah,0.42,0.4242,0.3,0.2836,21,92,113,Malam,Jumat
10965,2012-04-07,Musim Panas,1,4,0,0,6,Hari Libur,Cerah,0.42,0.4242,0.26,0.2985,9,85,94,Malam,Sabtu
10966,2012-04-07,Musim Panas,1,4,1,0,6,Hari Libur,Cerah,0.4,0.4091,0.28,0.2537,9,60,69,Malam,Sabtu
10967,2012-04-07,Musim Panas,1,4,2,0,6,Hari Libur,Cerah,0.36,0.3333,0.29,0.3582,11,25,36,Malam,Sabtu
10968,2012-04-07,Musim Panas,1,4,3,0,6,Hari Libur,Cerah,0.36,0.3333,0.32,0.2537,7,21,28,Malam,Sabtu
10969,2012-04-07,Musim Panas,1,4,4,0,6,Hari Libur,Cerah,0.32,0.3182,0.36,0.1642,3,4,7,Malam,Sabtu
10970,2012-04-07,Musim Panas,1,4,5,0,6,Hari Libur,Cerah,0.32,0.3182,0.33,0.1642,0,2,2,Pagi,Sabtu
10971,2012-04-07,Musim Panas,1,4,6,0,6,Hari Libur,Cerah,0.32,0.3182,0.36,0.194,1,18,19,Pagi,Sabtu
10972,2012-04-07,Musim Panas,1,4,7,0,6,Hari Libur,Cerah,0.32,0.303,0.33,0.2836,14,40,54,Pagi,Sabtu
10973,2012-04-07,Musim Panas,1,4,8,0,6,Hari Libur,Cerah,0.34,0.3182,0.34,0.2537,29,94,123,Pagi,Sabtu
10974,2012-04-07,Musim Panas,1,4,9,0,6,Hari Libur,Cerah,0.4,0.4091,0.3,0.2537,103,173,276,Pagi,Sabtu
10975,2012-04-07,Musim Panas,1,4,10,0,6,Hari Libur,Cerah,0.42,0.4242,0.28,0.2537,187,176,363,Pagi,Sabtu
10976,2012-04-07,Musim Panas,1,4,11,0,6,Hari Libur,Cerah,0.44,0.4394,0.24,0.2985,251,244,495,Pagi,Sabtu
10977,2012-04-07,Musim Panas,1,4,12,0,6,Hari Libur,Cerah,0.46,0.4545,0.23,0.3881,320,270,590,Siang,Sabtu
10978,2012-04-07,Musim Panas,1,4,13,0,6,Hari Libur,Cerah,0.5,0.4848,0.22,0.194,355,288,643,Siang,Sabtu
10979,2012-04-07,Musim Panas,1,4,14,0,6,Hari Libur,Cerah,0.5,0.4848,0.22,0.2985,326,252,578,Siang,Sabtu
10980,2012-04-07,Musim Panas,1,4,15,0,6,Hari Libur,Cerah,0.52,0.5,0.19,0.4179,321,305,626,Siang,Sabtu
10981,2012-04-07,Musim Panas,1,4,16,0,6,Hari Libur,Cerah,0.54,0.5152,0.19,0.3881,354,261,615,Siang,Sabtu
10982,2012-04-07,Musim Panas,1,4,17,0,6,Hari Libur,Cerah,0.54,0.5152,0.19,0.4179,299,268,567,Sore,Sabtu
10983,2012-04-07,Musim Panas,1,4,18,0,6,Hari Libur,Cerah,0.54,0.5152,0.18,0.2985,227,290,517,Sore,Sabtu
10984,2012-04-07,Musim Panas,1,4,19,0,6,Hari Libur,Cerah,0.54,0.5152,0.16,0.3284,170,243,413,Sore,Sabtu
10985,2012-04-07,Musim Panas,1,4,20,0,6,Hari Libur,Cerah,0.5,0.4848,0.2,0.2239,73,135,208,Sore,Sabtu
10986,2012-04-07,Musim Panas,1,4,21,0,6,Hari Libur,Cerah,0.5,0.4848,0.2,0.194,75,159,234,Malam,Sabtu
10987,2012-04-07,Musim Panas,1,4,22,0,6,Hari Libur,Cerah,0.48,0.4697,0.2,0.194,76,106,182,Malam,Sabtu
10988,2012-04-07,Musim Panas,1,4,23,0,6,Hari Libur,Cerah,0.46,0.4545,0.23,0.2239,32,86,118,Malam,Sabtu
10989,2012-04-08,Musim Panas,1,4,0,0,0,Hari Libur,Cerah,0.44,0.4394,0.24,0.2239,21,64,85,Malam,Minggu
10990,2012-04-08,Musim Panas,1,4,1,0,0,Hari Libur,Cerah,0.44,0.4394,0.24,0.2239,14,50,64,Malam,Minggu
10991,2012-04-08,Musim Panas,1,4,2,0,0,Hari Libur,Cerah,0.44,0.4394,0.24,0.2239,7,25,32,Malam,Minggu
10992,2012-04-08,Musim Panas,1,4,3,0,0,Hari Libur,Cerah,0.42,0.4242,0.26,0.1343,8,18,26,Malam,Minggu
10993,2012-04-08,Musim Panas,1,4,4,0,0,Hari Libur,Cerah,0.4,0.4091,0.4,0.0,0,7,7,Malam,Minggu
10994,2012-04-08,Musim Panas,1,4,5,0,0,Hari Libur,Cerah,0.38,0.3939,0.46,0.0,4,8,12,Pagi,Minggu
10995,2012-04-08,Musim Panas,1,4,6,0,0,Hari Libur,Cerah,0.36,0.3788,0.37,0.0,7,21,28,Pagi,Minggu
10996,2012-04-08,Musim Panas,1,4,7,0,0,Hari Libur,Cerah,0.38,0.3939,0.27,0.1642,12,25,37,Pagi,Minggu
10997,2012-04-08,Musim Panas,1,4,8,0,0,Hari Libur,Cerah,0.4,0.4091,0.3,0.194,19,65,84,Pagi,Minggu
10998,2012-04-08,Musim Panas,1,4,9,0,0,Hari Libur,Cerah,0.44,0.4394,0.26,0.2239,71,108,179,Pagi,Minggu
10999,2012-04-08,Musim Panas,1,4,10,0,0,Hari Libur,Cerah,0.5,0.4848,0.25,0.2239,113,186,299,Pagi,Minggu
11000,2012-04-08,Musim Panas,1,4,11,0,0,Hari Libur,Cerah,0.5,0.4848,0.25,0.2836,195,209,404,Pagi,Minggu
11001,2012-04-08,Musim Panas,1,4,12,0,0,Hari Libur,Cerah,0.54,0.5152,0.24,0.2537,198,259,457,Siang,Minggu
11002,2012-04-08,Musim Panas,1,4,13,0,0,Hari Libur,Cerah,0.58,0.5455,0.23,0.1642,229,254,483,Siang,Minggu
11003,2012-04-08,Musim Panas,1,4,14,0,0,Hari Libur,Cerah,0.6,0.5909,0.18,0.4478,254,249,503,Siang,Minggu
11004,2012-04-08,Musim Panas,1,4,15,0,0,Hari Libur,Cerah,0.62,0.6061,0.17,0.3582,260,226,486,Siang,Minggu
11005,2012-04-08,Musim Panas,1,4,16,0,0,Hari Libur,Cerah,0.64,0.6061,0.19,0.3284,232,244,476,Siang,Minggu
11006,2012-04-08,Musim Panas,1,4,17,0,0,Hari Libur,Cerah,0.62,0.6061,0.22,0.2985,185,226,411,Sore,Minggu
11007,2012-04-08,Musim Panas,1,4,18,0,0,Hari Libur,Cerah,0.62,0.6061,0.25,0.3284,151,159,310,Sore,Minggu
11008,2012-04-08,Musim Panas,1,4,19,0,0,Hari Libur,Cerah,0.6,0.6061,0.23,0.3881,89,187,276,Sore,Minggu
11009,2012-04-08,Musim Panas,1,4,20,0,0,Hari Libur,Cerah,0.56,0.5303,0.28,0.4179,65,146,211,Sore,Minggu
11010,2012-04-08,Musim Panas,1,4,21,0,0,Hari Libur,Cerah,0.52,0.5,0.34,0.2239,53,77,130,Malam,Minggu
11011,2012-04-08,Musim Panas,1,4,22,0,0,Hari Libur,Cerah,0.5,0.4848,0.36,0.2239,33,85,118,Malam,Minggu
11012,2012-04-08,Musim Panas,1,4,23,0,0,Hari Libur,Cerah,0.5,0.4848,0.39,0.2537,10,41,51,Malam,Minggu
11013,2012-04-09,Musim Panas,1,4,0,0,1,Hari Kerja,Cerah,0.48,0.4697,0.39,0.2836,8,29,37,Malam,Senin
11014,2012-04-09,Musim Panas,1,4,1,0,1,Hari Kerja,Cerah,0.46,0.4545,0.41,0.1343,4,12,16,Malam,Senin
11015,2012-04-09,Musim Panas,1,4,2,0,1,Hari Kerja,Cerah,0.46,0.4545,0.31,0.194,2,4,6,Malam,Senin
11016,2012-04-09,Musim Panas,1,4,3,0,1,Hari Kerja,Cerah,0.44,0.4394,0.3,0.1642,0,3,3,Malam,Senin
11017,2012-04-09,Musim Panas,1,4,4,0,1,Hari Kerja,Cerah,0.44,0.4394,0.24,0.194,2,3,5,Malam,Senin
11018,2012-04-09,Musim Panas,1,4,5,0,1,Hari Kerja,Cerah,0.44,0.4394,0.24,0.194,2,30,32,Pagi,Senin
11019,2012-04-09,Musim Panas,1,4,6,0,1,Hari Kerja,Cerah,0.42,0.4242,0.26,0.2239,3,108,111,Pagi,Senin
11020,2012-04-09,Musim Panas,1,4,7,0,1,Hari Kerja,Cerah,0.42,0.4242,0.28,0.194,11,320,331,Pagi,Senin
11021,2012-04-09,Musim Panas,1,4,8,0,1,Hari Kerja,Cerah,0.44,0.4394,0.3,0.194,22,595,617,Pagi,Senin
11022,2012-04-09,Musim Panas,1,4,9,0,1,Hari Kerja,Cerah,0.46,0.4545,0.31,0.3582,50,236,286,Pagi,Senin
11023,2012-04-09,Musim Panas,1,4,10,0,1,Hari Kerja,Cerah,0.5,0.4848,0.27,0.4925,65,113,178,Pagi,Senin
11024,2012-04-09,Musim Panas,1,4,11,0,1,Hari Kerja,Cerah,0.52,0.5,0.27,0.4179,96,127,223,Pagi,Senin
11025,2012-04-09,Musim Panas,1,4,12,0,1,Hari Kerja,Cerah,0.54,0.5152,0.28,0.7164,94,186,280,Siang,Senin
11026,2012-04-09,Musim Panas,1,4,13,0,1,Hari Kerja,Cerah,0.54,0.5152,0.28,0.5821,108,173,281,Siang,Senin
11027,2012-04-09,Musim Panas,1,4,14,0,1,Hari Kerja,Cerah,0.56,0.5303,0.28,0.5522,66,152,218,Siang,Senin
11028,2012-04-09,Musim Panas,1,4,15,0,1,Hari Kerja,Cerah,0.58,0.5455,0.28,0.5522,82,173,255,Siang,Senin
11029,2012-04-09,Musim Panas,1,4,16,0,1,Hari Kerja,Cerah,0.56,0.5303,0.3,0.4179,81,310,391,Siang,Senin
11030,2012-04-09,Musim Panas,1,4,17,0,1,Hari Kerja,Cerah,0.54,0.5152,0.32,0.4179,67,565,632,Sore,Senin
11031,2012-04-09,Musim Panas,1,4,18,0,1,Hari Kerja,Cerah,0.54,0.5152,0.34,0.2985,60,586,646,Sore,Senin
11032,2012-04-09,Musim Panas,1,4,19,0,1,Hari Kerja,Cerah,0.52,0.5,0.34,0.3582,35,386,421,Sore,Senin
11033,2012-04-09,Musim Panas,1,4,20,0,1,Hari Kerja,Cerah,0.5,0.4848,0.36,0.4478,21,255,276,Sore,Senin
11034,2012-04-09,Musim Panas,1,4,21,0,1,Hari Kerja,Hujan ringan,0.48,0.4697,0.41,0.4179,14,151,165,Malam,Senin
11035,2012-04-09,Musim Panas,1,4,22,0,1,Hari Kerja,Berawan,0.46,0.4545,0.41,0.4925,6,102,108,Malam,Senin
11036,2012-04-09,Musim Panas,1,4,23,0,1,Hari Kerja,Cerah,0.44,0.4394,0.44,0.2985,6,61,67,Malam,Senin
11037,2012-04-10,Musim Panas,1,4,0,0,2,Hari Kerja,Berawan,0.44,0.4394,0.47,0.2836,3,23,26,Malam,Selasa
11038,2012-04-10,Musim Panas,1,4,1,0,2,Hari Kerja,Cerah,0.42,0.4242,0.5,0.2239,0,9,9,Malam,Selasa
11039,2012-04-10,Musim Panas,1,4,2,0,2,Hari Kerja,Cerah,0.36,0.3485,0.71,0.1343,0,2,2,Malam,Selasa
11040,2012-04-10,Musim Panas,1,4,3,0,2,Hari Kerja,Cerah,0.36,0.3485,0.71,0.1343,0,2,2,Malam,Selasa
11041,2012-04-10,Musim Panas,1,4,4,0,2,Hari Kerja,Cerah,0.34,0.3333,0.71,0.1343,0,2,2,Malam,Selasa
11042,2012-04-10,Musim Panas,1,4,5,0,2,Hari Kerja,Cerah,0.34,0.3333,0.71,0.1343,0,24,24,Pagi,Selasa
11043,2012-04-10,Musim Panas,1,4,6,0,2,Hari Kerja,Cerah,0.34,0.3485,0.71,0.1045,3,100,103,Pagi,Selasa
11044,2012-04-10,Musim Panas,1,4,7,0,2,Hari Kerja,Cerah,0.34,0.3485,0.71,0.1045,16,368,384,Pagi,Selasa
11045,2012-04-10,Musim Panas,1,4,8,0,2,Hari Kerja,Cerah,0.38,0.3939,0.62,0.1343,22,670,692,Pagi,Selasa
11046,2012-04-10,Musim Panas,1,4,9,0,2,Hari Kerja,Cerah,0.42,0.4242,0.67,0.194,16,303,319,Pagi,Selasa
11047,2012-04-10,Musim Panas,1,4,10,0,2,Hari Kerja,Cerah,0.46,0.4545,0.47,0.1642,49,132,181,Pagi,Selasa
11048,2012-04-10,Musim Panas,1,4,11,0,2,Hari Kerja,Cerah,0.5,0.4848,0.36,0.0,78,161,239,Pagi,Selasa
11049,2012-04-10,Musim Panas,1,4,12,0,2,Hari Kerja,Cerah,0.54,0.5152,0.22,0.2836,75,184,259,Siang,Selasa
11050,2012-04-10,Musim Panas,1,4,13,0,2,Hari Kerja,Cerah,0.52,0.5,0.23,0.1642,81,202,283,Siang,Selasa
11051,2012-04-10,Musim Panas,1,4,14,0,2,Hari Kerja,Cerah,0.54,0.5152,0.24,0.194,75,149,224,Siang,Selasa
11052,2012-04-10,Musim Panas,1,4,15,0,2,Hari Kerja,Cerah,0.56,0.5303,0.21,0.2985,46,157,203,Siang,Selasa
11053,2012-04-10,Musim Panas,1,4,16,0,2,Hari Kerja,Cerah,0.58,0.5455,0.21,0.2537,66,296,362,Siang,Selasa
11054,2012-04-10,Musim Panas,1,4,17,0,2,Hari Kerja,Cerah,0.56,0.5303,0.21,0.5224,88,656,744,Sore,Selasa
11055,2012-04-10,Musim Panas,1,4,18,0,2,Hari Kerja,Cerah,0.54,0.5152,0.22,0.4179,78,626,704,Sore,Selasa
11056,2012-04-10,Musim Panas,1,4,19,0,2,Hari Kerja,Cerah,0.52,0.5,0.2,0.3582,51,428,479,Sore,Selasa
11057,2012-04-10,Musim Panas,1,4,20,0,2,Hari Kerja,Cerah,0.46,0.4545,0.28,0.3881,34,248,282,Sore,Selasa
11058,2012-04-10,Musim Panas,1,4,21,0,2,Hari Kerja,Cerah,0.44,0.4394,0.3,0.4478,15,191,206,Malam,Selasa
11059,2012-04-10,Musim Panas,1,4,22,0,2,Hari Kerja,Cerah,0.4,0.4091,0.37,0.4925,9,118,127,Malam,Selasa
11060,2012-04-10,Musim Panas,1,4,23,0,2,Hari Kerja,Cerah,0.36,0.3333,0.4,0.4179,14,48,62,Malam,Selasa
11061,2012-04-11,Musim Panas,1,4,0,0,3,Hari Kerja,Cerah,0.34,0.303,0.36,0.4179,8,22,30,Malam,Rabu
11062,2012-04-11,Musim Panas,1,4,1,0,3,Hari Kerja,Cerah,0.34,0.3182,0.39,0.2836,3,9,12,Malam,Rabu
11063,2012-04-11,Musim Panas,1,4,2,0,3,Hari Kerja,Cerah,0.32,0.303,0.45,0.2836,0,2,2,Malam,Rabu
11064,2012-04-11,Musim Panas,1,4,3,0,3,Hari Kerja,Cerah,0.3,0.2879,0.49,0.2239,0,2,2,Malam,Rabu
11065,2012-04-11,Musim Panas,1,4,5,0,3,Hari Kerja,Cerah,0.28,0.2727,0.56,0.194,1,26,27,Pagi,Rabu
11066,2012-04-11,Musim Panas,1,4,6,0,3,Hari Kerja,Cerah,0.28,0.2879,0.56,0.1045,3,103,106,Pagi,Rabu
11067,2012-04-11,Musim Panas,1,4,7,0,3,Hari Kerja,Cerah,0.28,0.2879,0.52,0.1343,18,303,321,Pagi,Rabu
11068,2012-04-11,Musim Panas,1,4,8,0,3,Hari Kerja,Cerah,0.3,0.2879,0.49,0.2239,14,581,595,Pagi,Rabu
11069,2012-04-11,Musim Panas,1,4,9,0,3,Hari Kerja,Berawan,0.32,0.303,0.49,0.2985,20,282,302,Pagi,Rabu
11070,2012-04-11,Musim Panas,1,4,10,0,3,Hari Kerja,Berawan,0.34,0.303,0.49,0.3284,26,127,153,Pagi,Rabu
11071,2012-04-11,Musim Panas,1,4,11,0,3,Hari Kerja,Berawan,0.38,0.3939,0.43,0.3284,38,142,180,Pagi,Rabu
11072,2012-04-11,Musim Panas,1,4,12,0,3,Hari Kerja,Berawan,0.36,0.3333,0.46,0.3881,35,147,182,Siang,Rabu
11073,2012-04-11,Musim Panas,1,4,13,0,3,Hari Kerja,Berawan,0.4,0.4091,0.4,0.3582,16,147,163,Siang,Rabu
11074,2012-04-11,Musim Panas,1,4,14,0,3,Hari Kerja,Cerah,0.36,0.3485,0.57,0.194,34,101,135,Siang,Rabu
11075,2012-04-11,Musim Panas,1,4,15,0,3,Hari Kerja,Hujan ringan,0.38,0.3939,0.46,0.2239,50,152,202,Siang,Rabu
11076,2012-04-11,Musim Panas,1,4,16,0,3,Hari Kerja,Cerah,0.44,0.4394,0.33,0.2985,51,256,307,Siang,Rabu
11077,2012-04-11,Musim Panas,1,4,17,0,3,Hari Kerja,Cerah,0.42,0.4242,0.35,0.3881,52,527,579,Sore,Rabu
11078,2012-04-11,Musim Panas,1,4,18,0,3,Hari Kerja,Hujan ringan,0.4,0.4091,0.43,0.4179,39,546,585,Sore,Rabu
11079,2012-04-11,Musim Panas,1,4,19,0,3,Hari Kerja,Cerah,0.4,0.4091,0.4,0.3582,28,356,384,Sore,Rabu
11080,2012-04-11,Musim Panas,1,4,20,0,3,Hari Kerja,Cerah,0.36,0.3333,0.46,0.3284,22,213,235,Sore,Rabu
11081,2012-04-11,Musim Panas,1,4,21,0,3,Hari Kerja,Cerah,0.34,0.303,0.57,0.3881,11,154,165,Malam,Rabu
11082,2012-04-11,Musim Panas,1,4,22,0,3,Hari Kerja,Cerah,0.34,0.303,0.57,0.3284,4,130,134,Malam,Rabu
11083,2012-04-11,Musim Panas,1,4,23,0,3,Hari Kerja,Cerah,0.34,0.303,0.57,0.2985,9,52,61,Malam,Rabu
11084,2012-04-12,Musim Panas,1,4,0,0,4,Hari Kerja,Cerah,0.32,0.303,0.66,0.2836,1,22,23,Malam,Kamis
11085,2012-04-12,Musim Panas,1,4,1,0,4,Hari Kerja,Cerah,0.32,0.303,0.66,0.2239,2,7,9,Malam,Kamis
11086,2012-04-12,Musim Panas,1,4,2,0,4,Hari Kerja,Cerah,0.32,0.303,0.61,0.2836,0,4,4,Malam,Kamis
11087,2012-04-12,Musim Panas,1,4,3,0,4,Hari Kerja,Cerah,0.32,0.303,0.61,0.2537,2,3,5,Malam,Kamis
